Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
NO_DOWN,GO:0043312,neutrophil degranulation,59/1214,485/17381,2.10E-05,0.00042562,0.000351895,10213/10383/10487/10576/10970/11031/11333/1520/1729/23406/2547/2665/290/2919/2992/302/3136/3146/3163/327/3303/3312/3320/3326/3608/387/3916/411/4790/4831/5036/527/53916/54918/55004/567/5686/5695/56954/5701/5707/5708/5709/5713/5717/5719/5879/6282/7520/7879/80142/80301/80331/823/84418/8907/9588/967/9861,59
NO_DOWN,GO:0010833,telomere maintenance via telomere lengthening,17/1214,78/17381,2.14E-05,0.00043027,0.00035574,10574/10576/142/22948/23381/3320/3326/5073/54433/548593/54984/55505/55651/7203/7520/79008/908,17
NO_DOWN,GO:0006364,rRNA processing,37/1214,257/17381,2.15E-05,0.000430759,0.000356144,10360/10528/113000/114049/117246/22803/23076/23160/23212/23246/26168/27043/3692/4839/5036/51013/54433/54913/55505/55651/55695/55759/57647/64963/65083/6839/705/84135/84916/84946/8602/88745/90121/9092/9136/9188/9221,37
NO_DOWN,GO:0090559,regulation of membrane permeability,18/1214,86/17381,2.22E-05,0.000443054,0.000366309,10971/1267/1869/2475/2931/3303/4836/55353/578/581/598/6548/7027/7157/7529/7531/7532/9414,18
NO_DOWN,GO:0002283,neutrophil activation involved in immune response,59/1214,486/17381,2.24E-05,0.000445234,0.000368112,10213/10383/10487/10576/10970/11031/11333/1520/1729/23406/2547/2665/290/2919/2992/302/3136/3146/3163/327/3303/3312/3320/3326/3608/387/3916/411/4790/4831/5036/527/53916/54918/55004/567/5686/5695/56954/5701/5707/5708/5709/5713/5717/5719/5879/6282/7520/7879/80142/80301/80331/823/84418/8907/9588/967/9861,59
NO_DOWN,GO:1903747,regulation of establishment of protein localization to mitochondrion,23/1214,128/17381,2.42E-05,0.000480484,0.000397256,10055/10400/10808/10971/1869/2931/3301/4836/56910/5695/5714/57602/59286/7027/7157/7307/7529/7531/7532/79778/85465/8607/9776,23
NO_DOWN,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,19/1214,95/17381,2.61E-05,0.000514958,0.000425759,10131/10488/10525/10808/11315/207/26155/2907/3301/3303/4193/51079/5770/57805/598/6648/7466/83596/8531,19
NO_DOWN,GO:0071426,ribonucleoprotein complex export from nucleus,23/1214,129/17381,2.76E-05,0.000542459,0.000448495,10189/10212/10250/10921/1977/1984/23212/23381/23511/26097/29107/3692/4686/51692/53981/55153/6427/6428/65083/7307/84248/84946/9688,23
NO_DOWN,GO:1901030,positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,11/1214,37/17381,2.90E-05,0.000568813,0.000470285,10971/1869/2931/4836/578/581/7027/7157/7529/7531/7532,11
NO_DOWN,GO:0006888,ER to Golgi vesicle-mediated transport,29/1214,184/17381,3.05E-05,0.000595923,0.000492698,10113/10121/10134/10483/10525/10652/10897/11196/11258/11316/113419/22818/22870/27095/29098/29959/4905/51226/51399/6396/64689/6811/7109/81876/832/84364/8729/8775/9632,29
NO_DOWN,GO:0032075,positive regulation of nuclease activity,7/1214,15/17381,3.11E-05,0.000605485,0.000500605,207/3303/3309/5111/5770/578/581,7
NO_DOWN,GO:0046782,regulation of viral transcription,15/1214,65/17381,3.16E-05,0.000612404,0.000506325,10410/1660/23076/5216/5430/5434/5435/5440/5441/5987/6597/6737/6895/9150/9830,15
NO_DOWN,GO:0090316,positive regulation of intracellular protein transport,37/1214,262/17381,3.29E-05,0.000635239,0.000525205,10055/10134/10155/1020/10204/10400/142/26229/2931/3326/375346/387/3965/4193/4946/51024/51512/5296/56910/5695/5714/57602/59286/7157/7205/7307/7531/79567/79778/80149/85465/8607/8692/8877/9688/9776/998,37
NO_DOWN,GO:0032543,mitochondrial translation,22/1214,122/17381,3.41E-05,0.000656145,0.00054249,11222/122704/23395/2617/3035/51069/51073/51081/54998/55168/64949/64960/64963/64978/64979/64981/708/740/7818/84300/84769/85476,22
NO_DOWN,GO:0071166,ribonucleoprotein complex localization,23/1214,131/17381,3.55E-05,0.000680261,0.000562428,10189/10212/10250/10921/1977/1984/23212/23381/23511/26097/29107/3692/4686/51692/53981/55153/6427/6428/65083/7307/84248/84946/9688,23
NO_DOWN,GO:0043241,protein complex disassembly,38/1214,273/17381,3.58E-05,0.000682064,0.000563919,1072/11222/118/1201/122704/154/1984/2107/23274/23616/2580/2629/27183/29979/327/3312/4905/51069/51073/51081/5119/54998/55168/55239/56893/64949/64960/64963/64978/64979/64981/740/7405/7818/832/8775/9711/9948,38
NO_DOWN,GO:0198738,cell-cell signaling by wnt,58/1214,483/17381,3.59E-05,0.000682064,0.000563919,10146/10197/10213/1173/1213/1455/1540/2011/23198/23291/25930/2869/2870/2931/30851/387/4343/4790/4919/5216/527/5300/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/57805/5879/6382/6597/80139/90780/9275/9368/9491/9679/9861/998,58
NO_DOWN,GO:0042770,signal transduction in response to DNA damage,22/1214,123/17381,3.89E-05,0.00073597,0.000608487,1026/10498/1647/1655/1869/1874/2305/27339/2885/4193/4487/5111/51512/5371/5591/5716/581/7027/7157/83667/9125/9521,22
NO_DOWN,GO:0032069,regulation of nuclease activity,9/1214,26/17381,4.04E-05,0.000762028,0.000630032,207/3146/3303/3309/4940/5111/5770/578/581,9
NO_DOWN,GO:0042119,neutrophil activation,59/1214,496/17381,4.06E-05,0.000762028,0.000630032,10213/10383/10487/10576/10970/11031/11333/1520/1729/23406/2547/2665/290/2919/2992/302/3136/3146/3163/327/3303/3312/3320/3326/3608/387/3916/411/4790/4831/5036/527/53916/54918/55004/567/5686/5695/56954/5701/5707/5708/5709/5713/5717/5719/5879/6282/7520/7879/80142/80301/80331/823/84418/8907/9588/967/9861,59
NO_DOWN,GO:0051028,mRNA transport,25/1214,150/17381,4.11E-05,0.000766752,0.000633937,10189/10204/10212/10250/10921/1660/1977/1984/23039/23381/23511/26097/29107/4600/4686/51692/53981/55308/6396/6427/6428/7307/84248/8570/9688,25
NO_DOWN,GO:0048193,Golgi vesicle transport,44/1214,336/17381,4.11E-05,0.000766752,0.000633937,10066/10067/10113/10121/10134/10483/10525/10652/10897/10960/11031/11196/11258/11316/113419/164/2181/22818/22870/2580/27095/29098/29959/377/3916/4905/51226/51399/51479/55770/57533/6396/64689/64837/6811/6892/7109/7405/81876/832/84364/8729/8775/9632,44
NO_DOWN,GO:1903749,positive regulation of establishment of protein localization to mitochondrion,21/1214,115/17381,4.21E-05,0.000782509,0.000646965,10055/10400/10971/1869/2931/4836/56910/5695/5714/57602/59286/7027/7157/7307/7529/7531/7532/79778/85465/8607/9776,21
NO_DOWN,GO:0050810,regulation of steroid biosynthetic process,17/1214,82/17381,4.23E-05,0.000783146,0.000647492,10654/1609/1717/2194/2222/22937/3156/3157/3422/4047/4597/4598/476/4790/6647/6713/7536,17
NO_DOWN,GO:0006606,protein import into nucleus,38/1214,276/17381,4.57E-05,0.000841978,0.000696133,10140/10155/10204/1026/10952/142/1540/1605/207/23291/23511/23633/23649/2475/3326/375346/3836/3838/3839/387/3965/4000/4792/5052/5296/5371/5716/5902/7114/7205/7295/80149/8498/8692/8877/9368/9679/9688,38
NO_DOWN,GO:0006695,cholesterol biosynthetic process,15/1214,67/17381,4.62E-05,0.000842877,0.000696876,10654/1717/2194/2222/22937/3156/3157/3422/39/4047/4597/4598/50814/6647/6713,15
NO_DOWN,GO:0072401,signal transduction involved in DNA integrity checkpoint,15/1214,67/17381,4.62E-05,0.000842877,0.000696876,1026/10498/1647/1869/1874/27339/4193/5111/51512/5371/5591/581/7027/7157/9125,15
NO_DOWN,GO:0072422,signal transduction involved in DNA damage checkpoint,15/1214,67/17381,4.62E-05,0.000842877,0.000696876,1026/10498/1647/1869/1874/27339/4193/5111/51512/5371/5591/581/7027/7157/9125,15
NO_DOWN,GO:1901617,organic hydroxy compound biosynthetic process,33/1214,227/17381,4.82E-05,0.000874049,0.000722649,10654/11161/11315/1609/1717/2052/2194/2222/22937/231/2629/2805/283871/29968/3156/3157/3422/39/4047/4597/4598/4790/5007/50814/5092/55163/55331/56848/5860/6647/6713/8877/9023,33
NO_DOWN,GO:0051170,nuclear import,40/1214,297/17381,4.83E-05,0.000874049,0.000722649,10140/10155/10204/1026/10952/142/1540/1605/207/23291/23511/23633/23649/2475/3326/375346/3836/3838/3839/387/3965/4000/4792/5052/5296/5371/5571/5716/5902/6636/7114/7205/7295/80149/8498/8692/8877/9368/9679/9688,40
NO_DOWN,GO:0006900,vesicle budding from membrane,18/1214,91/17381,4.92E-05,0.000888,0.000734183,10113/11196/22870/27095/27183/302/4905/51399/6396/64689/6811/7109/7879/81876/8729/8775/8943/9632,18
NO_DOWN,GO:0007033,vacuole organization,25/1214,152/17381,5.15E-05,0.00092553,0.000765213,1201/128866/147007/2629/29979/302/411/4669/527/5305/54982/55004/55054/55353/5538/55968/57533/5899/7879/8131/81876/83460/8678/9776/9927,25
NO_DOWN,GO:0019218,regulation of steroid metabolic process,20/1214,108/17381,5.18E-05,0.000927054,0.000766473,10273/10654/1609/1717/2194/2222/22937/3156/3157/3422/3949/4047/4597/4598/476/4790/55004/6647/6713/7536,20
NO_DOWN,GO:0043254,regulation of protein complex assembly,49/1214,392/17381,5.20E-05,0.000928604,0.000767754,10096/10109/10113/10273/10435/10497/11315/118/142/1643/1981/2288/22919/22933/23580/24139/2475/2629/2885/3054/3146/3303/3312/3320/3416/389/402/4314/4478/5216/5217/56926/5700/5701/5704/5705/57175/581/5879/5899/5987/7114/7157/7408/7453/8061/832/8775/998,49
NO_DOWN,GO:1901028,regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,12/1214,46/17381,5.36E-05,0.000954083,0.000788819,10971/1869/2931/3303/4836/578/581/7027/7157/7529/7531/7532,12
NO_DOWN,GO:0031330,negative regulation of cellular catabolic process,31/1214,209/17381,5.49E-05,0.000973511,0.000804882,10140/10755/11315/128866/1611/1660/1869/1981/1994/207/22933/23274/23367/2475/25819/2931/302/3326/4615/4904/5073/51035/5371/55353/56893/57533/57805/6341/8531/9491/9711,31
NO_DOWN,GO:0072395,signal transduction involved in cell cycle checkpoint,15/1214,68/17381,5.55E-05,0.000980357,0.000810543,1026/10498/1647/1869/1874/27339/4193/5111/51512/5371/5591/581/7027/7157/9125,15
NO_DOWN,GO:0006066,alcohol metabolic process,42/1214,320/17381,5.79E-05,0.001013518,0.00083796,10654/11161/11315/128/1609/1717/2052/2194/2222/2230/2232/22937/231/23780/2629/2805/283871/3156/3157/3422/3707/39/3949/4047/4597/4598/4790/4952/50814/5092/51109/51573/54884/54982/55331/56848/5860/6647/6713/8818/8877/9023,42
NO_DOWN,GO:0009142,nucleoside triphosphate biosynthetic process,16/1214,76/17381,5.80E-05,0.001013518,0.00083796,129607/142/1503/203/30968/4830/4831/498/506/509/514/518/55022/7114/7298/9605,16
NO_DOWN,GO:1903312,negative regulation of mRNA metabolic process,16/1214,76/17381,5.80E-05,0.001013518,0.00083796,10140/10921/1660/1869/1994/23367/2475/25819/3190/4615/4904/5725/708/79171/8531/9810,16
NO_DOWN,GO:0002429,immune response-activating cell surface receptor signaling pathway,52/1214,426/17381,5.85E-05,0.001018308,0.000841919,10096/10109/10197/10213/1147/1540/23198/23291/2633/2885/30968/3265/3320/3326/4277/4790/4792/5296/5359/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/581/5879/5971/60/63916/7321/9491/9861/998,52
NO_DOWN,GO:0016055,Wnt signaling pathway,57/1214,481/17381,6.06E-05,0.001051105,0.000869036,10146/10197/10213/1173/1213/1455/1540/2011/23198/23291/2869/2870/2931/30851/387/4343/4790/4919/5216/527/5300/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/57805/5879/6382/6597/80139/90780/9275/9368/9491/9679/9861/998,57
NO_DOWN,GO:0006903,vesicle targeting,17/1214,85/17381,6.84E-05,0.00118213,0.000977365,10113/10652/11196/22870/23513/27095/4905/51399/5871/6396/64689/6811/7109/81876/8729/8775/9632,17
NO_DOWN,GO:0060070,canonical Wnt signaling pathway,40/1214,302/17381,7.03E-05,0.001211035,0.001001263,10146/10197/10213/1540/23198/2931/4790/5300/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/57805/6382/80139/90780/9491/9679/9861/998,40
NO_DOWN,GO:0000723,telomere maintenance,25/1214,155/17381,7.16E-05,0.001229593,0.001016607,10574/10576/142/22948/23381/23649/2547/328/3320/3326/5073/5111/5371/5425/54433/548593/54984/55505/55651/5591/7203/7520/79008/79035/908,25
NO_DOWN,GO:0006415,translational termination,19/1214,102/17381,7.28E-05,0.001240979,0.00102602,11222/122704/1984/2107/327/51069/51073/51081/54998/55168/55239/64949/64960/64963/64978/64979/64981/740/7818,19
NO_DOWN,GO:1901800,positive regulation of proteasomal protein catabolic process,19/1214,102/17381,7.28E-05,0.001240979,0.00102602,10134/10273/115992/207/22933/26263/2629/29979/3303/4193/55905/5700/5701/5704/5705/5716/5886/8078/9810,19
NO_DOWN,GO:0090501,RNA phosphodiester bond hydrolysis,23/1214,137/17381,7.32E-05,0.001244353,0.001028809,116461/22803/23212/23246/23381/25819/25939/29102/328/3303/4343/440400/4686/5073/51692/53981/54913/55651/60528/79650/80149/8602/88745,23
NO_DOWN,GO:1903894,regulation of IRE1-mediated unfolded protein response,6/1214,12/17381,7.34E-05,0.001244353,0.001028809,3303/3309/55161/5770/578/581,6
NO_DOWN,GO:0043902,positive regulation of multi-organism process,27/1214,174/17381,7.45E-05,0.001257728,0.001039868,103/10497/1072/128866/1660/22933/23076/23367/27183/3312/3965/5007/5216/5430/5434/5435/5440/5441/5886/6597/6737/6895/708/7879/79132/79720/9150,27
NO_DOWN,GO:0036503,ERAD pathway,18/1214,94/17381,7.69E-05,0.001294009,0.001069864,10134/10273/10952/23753/29979/3309/51035/54788/550/55666/5700/5701/5704/5705/7353/7466/81502/92305,18
NO_DOWN,GO:0006694,steroid biosynthetic process,28/1214,184/17381,7.85E-05,0.001316944,0.001088826,10654/11161/1609/1717/2194/2222/2230/2232/22937/231/3156/3157/3422/39/4047/4597/4598/476/4790/5007/50814/51144/6647/6713/7536/79154/84681/9023,28
NO_DOWN,GO:0034599,cellular response to oxidative stress,38/1214,283/17381,7.88E-05,0.001316944,0.001088826,10131/10808/11315/1147/133522/140809/142/2034/207/2119/22933/231/25828/29920/29979/328/3303/4193/4314/4831/5052/51022/5111/5371/54205/56616/6421/6647/6648/7128/7157/7295/7296/80149/83667/8678/9588/9688,38
NO_DOWN,GO:0034312,diol biosynthetic process,7/1214,17/17381,8.31E-05,0.001385155,0.001145222,2052/2629/5092/55331/56848/5860/8877,7
NO_DOWN,GO:0071806,protein transmembrane transport,14/1214,63/17381,8.96E-05,0.001477515,0.001221584,100287932/10245/10440/10452/10952/25813/3308/3312/3320/3329/51079/56993/6728/84134,14
NO_DOWN,GO:0072431,signal transduction involved in mitotic G1 DNA damage checkpoint,14/1214,63/17381,8.96E-05,0.001477515,0.001221584,1026/10498/1647/1869/1874/4193/5111/51512/5371/5591/581/7027/7157/9125,14
NO_DOWN,GO:1902400,intracellular signal transduction involved in G1 DNA damage checkpoint,14/1214,63/17381,8.96E-05,0.001477515,0.001221584,1026/10498/1647/1869/1874/4193/5111/51512/5371/5591/581/7027/7157/9125,14
NO_DOWN,GO:0098781,ncRNA transcription,19/1214,104/17381,9.55E-05,0.001570921,0.001298811,10360/112495/2475/2971/4141/4686/4691/5430/5434/5435/5440/5441/5452/6597/6878/79035/8812/9328/9555,19
NO_DOWN,GO:0065002,intracellular protein transmembrane transport,13/1214,56/17381,9.87E-05,0.00161684,0.001336775,100287932/10245/10440/10452/10952/25813/3308/3320/3329/51079/56993/6728/84134,13
NO_DOWN,GO:0001933,negative regulation of protein phosphorylation,51/1214,424/17381,0.000100012,0.001633749,0.001350755,1026/103/10808/11072/11171/11315/1605/1609/1647/1846/1847/1981/2048/207/2280/22933/2305/2475/2629/2633/2873/3156/3301/3976/467/4771/51637/5245/5296/5300/55022/5591/5716/5770/578/581/5987/623/6609/6895/7128/7453/7532/80149/836/84313/84335/8692/9368/9555/9647,51
NO_DOWN,GO:1902652,secondary alcohol metabolic process,23/1214,140/17381,0.00010302,0.00167742,0.001386862,10654/11161/1609/1717/2194/2222/2230/2232/22937/23780/3156/3157/3422/39/3949/4047/4597/4598/50814/54982/6647/6713/9023,23
NO_DOWN,GO:0090305,nucleic acid phosphodiester bond hydrolysis,38/1214,287/17381,0.000106301,0.001725239,0.001426398,10146/116461/142/1643/22803/23212/23246/23381/25819/25939/27044/29102/3146/328/3303/3836/4343/440400/4686/5073/5111/51692/53981/5425/548593/54913/55651/57455/581/5932/60528/64782/79008/79650/80149/836/8602/88745,38
NO_DOWN,GO:0050690,regulation of defense response to virus by virus,9/1214,29/17381,0.000107071,0.001731311,0.001431418,1173/1174/162/164/23513/51606/567/5879/8907,9
NO_DOWN,GO:1902930,regulation of alcohol biosynthetic process,14/1214,64/17381,0.000107365,0.001731311,0.001431418,10654/1717/2194/2222/22937/3156/3157/3422/4047/4597/4598/4790/6647/6713,14
NO_DOWN,GO:0060333,interferon-gamma-mediated signaling pathway,17/1214,89/17381,0.000124472,0.002000735,0.001654173,10346/10437/2633/3107/3136/3326/3659/4938/4939/4940/5371/567/6737/6772/7726/8638/9111,17
NO_DOWN,GO:0051131,chaperone-mediated protein complex assembly,7/1214,18/17381,0.000127858,0.002033871,0.00168157,10273/10576/3303/3308/3320/3326/3329,7
NO_DOWN,GO:0072413,signal transduction involved in mitotic cell cycle checkpoint,14/1214,65/17381,0.000128156,0.002033871,0.00168157,1026/10498/1647/1869/1874/4193/5111/51512/5371/5591/581/7027/7157/9125,14
NO_DOWN,GO:1902402,signal transduction involved in mitotic DNA damage checkpoint,14/1214,65/17381,0.000128156,0.002033871,0.00168157,1026/10498/1647/1869/1874/4193/5111/51512/5371/5591/581/7027/7157/9125,14
NO_DOWN,GO:1902403,signal transduction involved in mitotic DNA integrity checkpoint,14/1214,65/17381,0.000128156,0.002033871,0.00168157,1026/10498/1647/1869/1874/4193/5111/51512/5371/5591/581/7027/7157/9125,14
NO_DOWN,GO:0043624,cellular protein complex disassembly,29/1214,199/17381,0.00012946,0.002048085,0.001693321,1072/11222/118/122704/1984/2107/23616/2580/27183/327/3312/4905/51069/51073/51081/54998/55168/55239/64949/64960/64963/64978/64979/64981/740/7818/832/8775/9948,29
NO_DOWN,GO:0006605,protein targeting,48/1214,396/17381,0.000131631,0.00207588,0.001716302,100287932/10055/1020/10245/10400/10440/10452/10755/10952/10953/10971/128866/134/23463/25813/27183/28972/2931/29927/3308/3312/3320/3329/401505/51024/51079/56910/5695/56993/5714/57602/59286/64108/6728/6734/7307/7529/7531/7532/7879/79778/8031/84134/85465/8607/9344/9776/9927,48
NO_DOWN,GO:0072528,pyrimidine-containing compound biosynthetic process,11/1214,43/17381,0.000132535,0.002083577,0.001722666,129607/1503/1635/1854/1890/2079/2475/4830/4831/5631/7298,11
NO_DOWN,GO:0051188,cofactor biosynthetic process,27/1214,180/17381,0.000133821,0.002093255,0.001730667,10135/11332/1737/211/2181/2194/2232/23479/2618/29914/3145/4338/4522/4704/5092/51144/51522/51629/54704/55163/5538/57019/5860/60481/64834/80308/9524,27
NO_DOWN,GO:0009408,response to heat,25/1214,161/17381,0.000133985,0.002093255,0.001730667,1026/10808/1965/207/2288/23511/2475/3301/3303/3312/3320/3326/3337/3627/4277/51278/57805/6647/7531/81570/84335/8891/8892/9093/9688,25
NO_DOWN,GO:0009895,negative regulation of catabolic process,35/1214,260/17381,0.000141101,0.002197576,0.001816918,10140/10755/11315/128866/134/1611/1660/1869/1981/1994/207/22933/23274/23367/2475/25819/2931/302/3326/4615/4904/5073/51035/51582/5245/5300/5371/55353/56893/57533/57805/6341/8531/9491/9711,35
NO_DOWN,GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,9/1214,30/17381,0.000143542,0.002228674,0.001842629,10131/10808/11315/142/207/29979/6421/6647/6648,9
NO_DOWN,GO:0042026,protein refolding,8/1214,24/17381,0.000148114,0.002292566,0.001895454,2280/3303/3312/3320/3329/3337/54788/567,8
NO_DOWN,GO:0006901,vesicle coating,14/1214,66/17381,0.000152344,0.002350779,0.001943584,10113/11196/22870/27095/4905/51399/6396/64689/6811/7109/81876/8729/8775/9632,14
NO_DOWN,GO:0051186,cofactor metabolic process,50/1214,421/17381,0.000159417,0.002452384,0.002027589,10135/10400/10654/11332/1737/211/2181/2194/2232/231/23479/23511/23597/2618/29914/3145/3156/3163/3692/3945/4338/4522/4597/4598/4704/5092/5096/51144/51181/51522/51629/5208/5226/54704/55163/5538/5571/57019/5860/60481/64087/644/64834/7086/7298/80308/8884/9524/9540/9688,50
NO_DOWN,GO:0008203,cholesterol metabolic process,22/1214,135/17381,0.000162952,0.002499089,0.002066204,10654/1609/1717/2194/2222/2230/2232/22937/23780/3156/3157/3422/39/3949/4047/4597/4598/50814/54982/6647/6713/9023,22
NO_DOWN,GO:0050821,protein stabilization,24/1214,154/17381,0.000170908,0.002609152,0.002157202,1026/10491/10574/10576/11315/22948/23560/3054/3303/3320/3326/3329/3916/4487/483/51512/5216/5217/5245/5300/7203/7466/79155/908,24
NO_DOWN,GO:0010952,positive regulation of peptidase activity,26/1214,173/17381,0.000171169,0.002609152,0.002157202,10134/10197/10213/11047/1611/23198/27166/3146/3329/3336/3735/3965/4824/51024/51079/5134/5371/54205/56616/5720/5721/578/581/836/8795/9647,26
NO_DOWN,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,16/1214,83/17381,0.000174422,0.002650683,0.002191539,1026/1655/1869/23612/3094/3190/4193/4487/51246/5371/581/60401/64782/7157/79073/83596,16
